student_number,first_name,last_name,age_at_enrollment,application_order,curricular_units_1st_sem_enrolled,daytime_evening_attendance,debtor,displaced,gender,marital_status,scholarship_holder,tuition_fees_up_to_date,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
ac887df7,Matthew,Humphrey,26,1,7,1,0,0,0,1,0,1,5,11.2,12.14
ee39c3b8,Matthew,Lawson,18,4,6,1,0,0,0,1,1,1,5,11.6,11.2
e79d0468,Bobby,Garcia,20,1,6,1,0,1,0,1,0,1,3,10.333333333333334,10.333333333333334
4399c55a,Robin,Barrett,19,1,6,1,0,1,0,1,0,1,4,12.25,11.0
749e7e5f,David,Harrison,19,1,6,1,0,0,0,1,0,1,6,12.0,12.75
e7d2e98e,Robert,Carter,20,1,5,1,0,1,0,1,0,1,3,11.333333333333334,10.666666666666666
f569ca1d,Jason,Morales,20,1,6,1,0,0,0,1,1,1,4,11.25,10.5
0a5bdfbc,Kenneth,Mcbride,18,1,2,1,0,0,0,1,0,1,0,0.0,16.0
63c290ef,Jeffrey,Bradley,18,1,5,1,1,1,0,1,0,1,1,12.0,12.0
a2d4a6ca,Lori,Russo,20,3,6,1,0,1,0,1,1,1,5,12.8,12.8
1ba15b6d,Shannon,Hale,19,3,5,1,0,1,0,1,0,1,5,11.8,11.25
354d6a9f,Dustin,Martinez,20,1,6,1,0,0,0,1,0,1,5,10.6,10.4
e075b79f,Alyssa,Obrien,20,1,6,1,0,1,0,1,0,1,5,14.333333333333334,12.625
477f52dd,Rachel,Jones,21,1,6,1,0,1,0,1,1,1,5,13.2,11.8
33789067,Richard,Brown,20,1,6,1,0,0,0,1,0,1,6,12.666666666666666,13.0
9a0492c6,Samuel,Ingram,22,1,6,1,1,1,0,1,0,1,5,13.333333333333334,11.4
6f5dd772,Adam,Martin,18,1,7,1,0,1,0,1,0,1,6,10.666666666666666,12.833333333333334
58e48749,Daniel,Logan,20,3,5,1,0,1,0,1,0,1,3,11.333333333333334,12.6
faae6942,Timothy,White,18,1,6,1,0,0,0,1,0,0,5,12.2,10.833333333333334
e880c998,James,Myers,27,1,7,1,0,0,0,1,0,1,4,14.0,12.525
d4c0ed0b,Philip,Cox,26,1,7,1,0,0,0,1,0,1,7,14.75,13.8
805938a4,Nicole,Burke,18,2,6,1,0,1,0,1,0,1,4,10.75,0.0
218a7302,Joshua,Espinoza,24,1,5,1,0,1,1,1,0,1,1,12.0,10.5
bad058cd,Erik,Ballard,19,1,5,1,0,0,1,1,1,1,3,11.666666666666666,11.666666666666666
ab834835,Katherine,Smith,20,1,5,1,0,0,1,1,0,1,5,10.0,12.0
f37e884b,Christopher,Ortiz,18,2,5,1,0,1,1,1,1,1,5,13.2,12.6
b178a0a3,Jason,Rubio,20,2,5,1,0,0,1,1,0,1,4,10.2,11.0
14783e19,Frederick,Sullivan,25,1,5,1,0,0,1,1,0,1,5,14.2,13.5
f7563125,Danielle,Johnson,22,1,6,1,1,0,1,1,0,1,6,12.625,14.5
43264d13,Virginia,Gentry,18,1,8,1,0,0,1,1,0,1,6,13.496666666666668,13.496666666666668
e4889525,Steven,Nguyen,20,1,5,1,0,1,1,1,0,1,3,11.0,12.0
ed99efe8,Jennifer,Davis,23,1,6,1,1,1,1,1,0,1,3,11.5,10.666666666666666
75f4d924,Joel,Jacobs,20,1,5,1,0,1,1,1,0,1,2,11.0,12.666666666666666
d525274c,Jackson,Gomez,20,6,5,1,0,0,1,1,0,1,3,12.4,10.833333333333334
1e400047,Jeffrey,Rice,28,2,5,0,0,1,0,1,1,1,5,10.6,10.2
6739780b,Vanessa,Ramirez,19,1,6,1,0,1,0,1,0,1,6,14.833333333333334,13.285714285714286
88e58172,Dennis,Lynn,19,1,7,1,0,0,0,1,0,1,4,12.45,11.7
2db304e8,Angela,Stevenson,20,1,6,1,0,1,0,1,0,1,5,13.4,13.0
3951253a,Nicole,Manning,20,1,6,1,1,0,0,1,0,1,6,13.333333333333334,14.0
35a854b0,Cynthia,Lee,18,3,7,1,0,1,0,1,1,1,5,11.98,11.98
9b0889e9,Carolyn,Bell,20,3,5,1,0,0,0,1,0,1,4,11.0,13.2
d698c7c1,Lawrence,Clark,19,1,6,1,0,1,0,1,0,1,5,12.666666666666666,11.75
766406a6,Dustin,Gray,19,2,6,1,0,1,0,1,0,1,5,12.2,13.0
fcbef102,Mark,Johnson,27,1,5,0,0,0,0,1,0,1,3,10.666666666666666,11.4
9f97cd46,Katie,Evans,18,6,5,1,0,0,0,1,0,1,3,11.666666666666666,11.0
869dd744,Amanda,Francis,18,1,5,1,0,1,0,1,0,1,2,10.5,12.333333333333334
a0cd46c8,Jeffrey,Bowman,18,3,8,1,0,1,0,1,0,1,8,14.26875,14.26875
58c25d2d,Tina,Vazquez,19,1,5,1,0,1,0,1,1,1,2,10.5,13.333333333333334
51b7580e,Dawn,Hanson,21,1,6,1,0,0,0,1,0,1,5,11.2,10.0
22a408d1,Joanne,Price,23,1,12,1,0,1,0,1,0,0,9,13.666666666666666,13.5
5a6875c6,Bailey,Rice,19,4,6,1,1,1,0,1,1,1,5,11.4,10.0
9099da66,Hunter,Wade,18,1,6,1,1,0,0,1,0,1,5,10.6,10.0
63a30ea6,Rachael,Holloway,19,1,7,1,0,1,0,1,0,1,5,11.8,11.708333333333334
d82ad8c0,Susan,Wu,18,1,6,1,0,1,0,1,0,1,5,11.833333333333334,12.0
1878ff66,Christopher,Rose,21,1,6,1,0,0,1,1,0,1,6,12.571428571428571,13.0
2668e8ad,Michele,Lewis,20,1,6,1,0,0,1,1,0,1,3,10.0,10.8
17995379,Crystal,Ortiz,20,1,6,1,0,0,1,1,0,0,5,13.2,12.0
3a305ad9,Kristopher,Webb,37,1,5,0,0,0,1,2,0,1,5,15.8,17.6
c13ef959,Brian,Johnson,18,1,6,1,0,1,1,1,0,1,5,13.8,12.4
cc93c9ae,Stephanie,Jimenez,23,1,6,1,0,0,1,1,0,1,6,13.0,12.0
2e2ad0cb,William,Perez,18,1,6,1,0,1,1,1,0,1,4,13.75,11.2
15ddf313,Michael,Gallagher,32,1,11,1,0,0,1,1,0,1,7,11.285714285714286,12.333333333333334
e5a29e38,Karen,Guzman,19,1,12,1,1,1,1,1,0,1,11,12.0,11.181818181818182
ec36f587,Emily,Brown,20,1,0,1,0,1,1,1,0,1,0,0.0,0.0
7dffe181,Brittany,Kirby,40,1,5,1,1,0,1,1,0,1,1,11.0,10.0
0dc5e1a1,Susan,Chang,20,4,5,1,0,0,1,1,0,1,5,10.2,11.2
9b37baf7,Kathy,Duran,20,1,5,1,0,1,0,1,0,1,4,12.0,12.4
3744b48b,Jenny,Paul,19,3,7,1,0,1,0,1,0,1,6,13.411428571428573,13.294444444444444
3c16899d,Ryan,Palmer,19,1,6,1,0,1,0,1,0,1,4,11.8,12.2
4cae118e,Jesus,Nichols,20,1,7,1,0,0,0,1,0,1,6,11.833333333333334,14.333333333333334
d1ab2a61,Tammy,Brewer,18,3,8,1,0,1,0,1,0,1,6,13.345,13.345
899707bb,Tyler,Page,18,1,6,1,0,1,0,1,0,1,6,12.166666666666666,12.75
37f85a25,Reginald,Kaufman,22,1,6,1,0,1,0,1,1,0,6,11.0,12.0
34019048,Bryan,Gonzalez,20,2,5,1,1,1,0,1,0,1,2,11.5,10.0
5bc543d7,Maria,Mcdonald,23,1,6,1,1,0,0,1,0,0,6,14.0,13.0
bb03d66d,Douglas,Durham,20,5,6,1,0,1,0,1,0,1,6,11.166666666666666,11.5
aa641af0,Shawn,Castro,21,1,5,1,0,0,0,1,0,1,5,12.8,12.666666666666666
e8c9127f,Rachel,Garcia,20,1,6,1,0,0,0,1,0,1,6,12.5,11.5
413193d3,Julie,Horn,20,2,7,1,0,1,0,1,1,0,7,13.462857142857144,13.164285714285716
73f32881,Monica,Jackson,20,1,7,1,0,1,0,1,0,1,6,14.714285714285714,13.2
ba7384fe,Tracy,Ellis,21,1,5,1,1,0,0,1,0,1,5,13.2,12.5
80a53836,Garrett,Pittman,18,3,5,1,0,1,1,1,0,1,4,12.0,11.0
fcc5a84d,Lisa,Smith,23,1,7,1,0,1,1,1,0,1,5,12.414285714285713,13.5
6e83a6b1,Susan,Suarez,22,1,5,1,0,0,1,1,0,0,4,11.5,14.0
013a9abe,Jennifer,Deleon,18,1,5,1,0,1,0,1,0,1,4,14.25,12.714285714285714
e2437164,Katrina,Aguilar,22,2,6,1,0,1,0,1,0,1,5,12.6,11.25
678d3df3,Alex,Marshall,18,4,5,1,1,1,1,1,0,0,0,0.0,0.0
3ed65c13,Barbara,Lewis,21,1,7,1,0,0,1,1,1,1,5,11.2,11.583333333333334
29db5844,Douglas,Dean,21,1,6,1,0,1,0,1,0,1,6,10.833333333333334,11.0
969f8c63,Joshua,Christian,20,5,6,1,0,1,0,1,0,1,4,11.25,10.0
a24a2607,Crystal,Miller,37,1,5,0,0,0,0,4,0,1,2,10.0,11.333333333333334
4c87e39a,Kari,Chandler,37,1,8,0,1,0,0,2,0,1,7,11.375,12.166666666666666
cb277a30,Omar,Nelson,28,1,6,1,1,1,0,1,0,1,0,0.0,0.0
0799c2dd,Jessica,Stevens,18,5,5,1,0,1,0,1,0,1,1,11.0,12.5
7c99731f,John,Richardson,34,1,8,1,0,1,0,1,0,1,7,11.705714285714285,11.705714285714285
3826e307,Linda,Thompson,31,1,6,0,0,0,0,1,0,1,6,12.0,13.428571428571429
b33bd73f,Alyssa,Figueroa,18,1,6,1,0,1,0,1,0,1,6,12.666666666666666,12.25
56e28ca3,Stacy,Wilkins,31,1,6,1,0,1,0,2,0,1,0,0.0,0.0
9c668da9,Bryan,Olson,18,2,5,1,0,0,1,1,0,1,2,11.666666666666666,12.5
0406c797,Abigail,Dennis,24,1,5,1,0,0,1,1,0,1,3,10.666666666666666,10.5
3d13b0e1,Raven,Mitchell,18,3,5,1,1,1,1,1,0,0,3,12.0,10.333333333333334
a04ff55e,Kimberly,Burns,41,1,5,0,0,0,1,2,1,1,4,11.0,11.4
c2b49c2a,Danny,Bradley,34,1,5,0,0,0,1,2,0,1,4,11.75,10.833333333333334
af611b8e,Dennis,Kane,20,3,7,1,0,1,0,1,1,1,5,14.46,13.55
1fa285c6,Diana,Harris,22,1,6,1,0,1,0,1,0,1,5,12.8,11.5
1c43c369,Michael,Spencer,18,1,6,1,0,0,0,1,1,1,4,12.0,10.75
d516adad,Jennifer,Owens,18,3,6,1,0,0,0,1,1,1,6,14.333333333333334,14.0
5c2c27ce,Rhonda,Daniel,18,1,6,1,0,0,0,1,0,1,5,12.333333333333334,10.6
4ccfa832,Leslie,Pacheco,18,1,6,1,1,1,0,1,0,1,5,13.6,11.75
479f0ffd,Cindy,Martin,19,1,6,1,0,0,0,1,0,1,4,12.5,12.5
3a5a20dc,Jennifer,Yoder,21,1,6,1,0,1,0,1,0,1,5,12.2,12.6
15148faf,Angela,Young,18,2,7,1,0,1,0,1,0,1,5,11.4,13.333333333333334
c7cc1eab,Patrick,Moss,18,1,0,1,0,0,0,1,0,1,0,0.0,0.0
b9804b82,Katherine,Barnett,18,2,6,1,0,1,0,1,0,1,3,12.0,10.25
f269f153,Amanda,Carroll,21,1,10,1,0,0,0,1,0,1,6,11.166666666666666,10.571428571428571
f988c5b2,Krystal,Williams,20,2,7,1,0,1,0,1,1,1,5,12.62,12.5
e63b419b,Sean,Craig,25,1,5,0,0,0,0,1,0,1,3,10.666666666666666,11.333333333333334
9fa8cc24,Andre,Schwartz,25,2,7,1,0,1,0,1,0,1,7,11.857142857142858,11.7
9958772a,Amy,Briggs,24,1,6,1,0,1,0,1,0,1,4,15.75,16.4
99171031,Jennifer,Tucker,19,1,5,1,0,1,0,1,0,1,4,11.0,10.666666666666666
a624ba51,Walter,Moore,19,6,5,1,0,0,0,1,1,1,5,12.4,11.0
65b82868,Erin,Ellis,20,2,5,1,0,1,0,1,1,1,3,12.0,12.625
5b9c25d9,Jeremy,Davis,18,1,0,1,0,1,0,1,0,1,0,0.0,0.0
05336583,Tiffany,Massey,18,2,7,1,0,0,0,1,0,1,6,12.0,12.166666666666666
d472f4c6,Joe,Sanchez,19,3,5,1,0,1,0,1,0,1,3,10.333333333333334,14.428571428571429
c0e6db20,Stephanie,Vincent,19,1,7,1,0,1,0,1,0,1,5,12.94,13.76
4bae7648,Ana,Olson,19,1,5,1,0,1,0,1,0,1,4,12.25,12.0
8f234bf1,Stephanie,Wiley,32,1,7,1,0,1,0,4,0,1,4,13.625,12.6375
c04903ef,Ashlee,Fry,24,1,5,0,0,0,1,1,0,1,4,12.0,12.666666666666666
80004843,Matthew,Lin,19,2,7,1,0,1,0,1,0,1,6,13.598333333333334,11.933333333333332
45f45cab,Benjamin,Morris,45,1,11,1,0,1,0,2,0,1,11,12.7,12.96818181818182
f512aa94,Victoria,Burns,18,1,7,1,0,1,0,1,0,1,6,11.5,12.714285714285714
9dd830aa,Connie,Clark,37,1,6,1,1,0,0,2,0,1,6,12.875,12.9
7de68228,Annette,Lewis,20,1,6,1,0,0,0,1,1,1,4,10.75,11.5
eec877aa,David,Fox,18,4,7,1,0,1,0,1,1,1,6,13.533333333333331,12.228571428571428
890240f1,Melissa,Johnson,21,1,9,1,1,1,0,1,0,1,8,13.25,12.2
fbb7a00a,Bryan,Taylor,25,1,5,1,0,0,1,1,0,1,1,11.0,10.0
682e61b7,Miguel,Hill,21,1,6,1,1,1,0,1,0,1,1,12.0,11.0
5c0e45e3,Ryan,Hicks,19,1,5,1,0,1,0,1,0,1,0,0.0,14.75
8410fc50,Paul,Butler,23,1,11,0,1,0,0,1,0,1,8,12.375,12.6
885d631b,Christina,Ryan,18,1,6,1,0,0,0,1,0,1,5,12.6,12.428571428571429
b4f207c6,Debra,Oneal,24,1,6,0,0,0,1,1,1,1,4,12.25,11.5
8c785b8b,Jeffery,Patel,20,2,6,1,0,1,1,1,1,1,6,11.375,13.8
e49dd412,Denise,Ponce,18,2,5,1,0,0,1,1,1,1,4,13.5,13.625
d3b9646c,Michael,Taylor,26,1,6,1,0,1,1,1,0,1,4,10.0,12.0
d04b865b,Savannah,Bailey,18,1,6,1,0,1,0,1,0,1,6,12.333333333333334,12.0
37e7f607,Aaron,Moreno,19,2,5,1,0,1,0,1,0,1,3,12.0,11.75
b367eea7,Alexis,Robles,20,2,7,1,0,1,0,1,0,1,6,13.5,14.0
74fa1f3a,Tammy,Hall,18,3,5,1,0,1,0,1,0,1,4,10.666666666666666,12.0
954edd19,Kenneth,Maldonado,21,1,6,1,0,1,0,1,0,1,4,12.5,12.666666666666666
ca059115,Kimberly,Andrews,18,1,6,1,0,0,0,1,0,1,4,11.5,13.75
4e2d03c8,Madison,Hartman,20,1,6,1,0,1,0,1,0,1,3,11.2,12.0
f3dd21f8,Chris,Lam,19,2,6,1,0,1,0,1,0,1,5,13.0,10.4
c8b7d176,Keith,Adams,27,1,7,1,0,0,0,1,1,1,6,12.6,11.685714285714283
a4b1481b,Lindsey,Shah,19,1,5,1,1,1,0,1,1,0,5,12.8,12.0
2501de75,Amy,Smith,19,3,7,1,0,1,0,1,1,1,5,13.04,12.5
e25bfdb2,Destiny,Hughes,23,1,11,1,1,1,0,1,0,0,11,13.166666666666666,13.333333333333334
d7eb068b,David,Smith,20,1,6,1,0,0,0,1,1,1,5,10.6,11.166666666666666
c3cac2aa,Amanda,Tyler,20,1,6,1,0,0,0,1,0,1,6,13.428571428571429,12.666666666666666
190022f4,Andrew,Flores,18,1,5,1,0,1,1,1,0,1,5,12.0,12.5
e504253b,John,Vang,21,2,5,1,0,1,1,1,0,1,4,11.5,10.6
dc63e33f,Alexandria,Thompson,20,1,6,1,0,1,0,1,0,1,6,13.333333333333334,13.0
07ef454c,Mark,Tyler,18,2,0,1,0,1,0,1,0,1,0,0.0,0.0
962ac165,Shannon,Stewart,19,2,6,1,0,1,0,1,0,1,5,12.2,10.8
f4d9938e,Tonya,Butler,19,2,6,1,0,1,0,1,1,1,4,11.0,11.666666666666666
c877c22e,Olivia,Ramirez,19,3,5,1,0,1,0,1,1,1,5,11.6,12.666666666666666
8eb89a8d,Jessica,Myers,18,2,5,1,0,1,0,1,0,1,4,13.5,13.4
e2ac267d,Travis,Robinson,19,1,6,1,0,1,0,1,0,1,5,13.4,13.5
9312b465,Ashley,Shaw,21,1,6,1,0,1,0,3,1,1,3,10.2,12.25
4419ec77,Jason,Ramsey,18,3,6,1,0,1,0,1,1,1,6,10.833333333333334,11.0
665eeb0e,Abigail,Castro,18,2,7,1,0,1,0,1,1,1,6,12.816666666666668,12.875
0df5da9c,Christopher,Cardenas,19,1,6,1,1,0,0,1,0,1,2,13.5,11.0
731427f3,Tyler,Brooks,20,1,5,1,0,0,1,1,0,1,4,11.6,12.25
5e5ce067,Patricia,Becker,20,1,5,1,0,0,1,1,0,1,5,12.0,13.0
aeebdf9f,Larry,Gibbs,18,6,7,1,0,1,1,1,0,1,6,13.976666666666668,12.041666666666666
57999a35,Elizabeth,Moore,19,1,6,1,0,1,1,1,0,1,4,12.5,10.0
ef0191cb,James,Jennings,19,3,5,1,0,1,1,1,0,1,3,11.666666666666666,12.0
1dd115e4,Madison,Rose,20,2,6,1,0,1,1,1,0,1,6,11.833333333333334,10.4
b7d899b8,Kimberly,Maldonado,21,5,5,1,0,1,1,2,0,1,4,13.2,14.25
87165d3e,Herbert,Meza,18,1,5,1,0,1,1,1,0,1,5,12.0,11.4
d68694ed,Harry,Evans,20,1,6,1,0,1,1,1,0,1,4,11.6,11.5
44365ba3,Andrew,Hodges,20,1,5,1,0,1,1,1,0,1,4,12.0,12.5
24c9c9f4,Renee,Andrews,25,1,6,1,0,1,0,1,1,1,6,11.285714285714286,12.2
78c98015,Cody,Smith,28,1,6,1,0,0,1,4,0,1,5,12.0,12.333333333333334
d054c9ec,Anita,Thomas,35,1,7,1,0,0,0,2,0,1,5,13.34,10.84
db163cee,Patricia,Thompson,27,1,8,1,0,0,0,1,0,1,7,12.457142857142856,12.457142857142856
692b8b14,Amanda,White,31,1,5,0,0,0,0,1,1,1,4,10.5,10.5
3ce556c0,Carl,Mckinney,47,1,5,0,0,0,1,2,0,1,4,10.0,12.5
d2e8a8b4,Nathan,Shepard,20,1,0,1,0,0,1,1,1,1,0,0.0,0.0
35bdfe82,Shane,Rodriguez,18,1,0,1,0,1,1,1,0,1,0,0.0,0.0
041d075d,Dennis,Smith,39,1,6,1,0,0,0,4,0,1,2,13.0,13.0
5d48d44f,Erica,Carter,30,1,5,1,1,0,1,1,0,1,4,14.5,16.2
c00366c3,Wesley,Ibarra,41,1,6,0,0,0,0,2,0,1,4,12.25,12.5
19ea616f,Patrick,Nguyen,18,1,6,1,0,0,0,1,0,0,5,12.6,11.8
e110ccd5,Jane,Lewis,18,1,5,1,1,1,1,1,0,1,0,0.0,0.0
b0454e26,Matthew,Joseph,20,1,7,1,0,0,1,1,0,1,7,12.857142857142858,12.75
bf7b7874,Ruth,Lloyd,21,1,6,1,0,1,0,1,0,1,5,13.6,14.25
68738c89,Brian,Richardson,20,1,6,1,1,1,0,1,0,0,3,12.0,11.0
abdfb727,Kelly,Patel,20,4,6,1,0,0,0,1,0,1,6,13.166666666666666,14.0
e2531529,James,Sanders,19,1,7,1,1,0,0,1,0,1,0,0.0,11.666666666666666
768d4eb5,Victoria,Sutton,45,1,12,0,0,1,0,2,0,1,12,14.0,13.857142857142858
f0c81a8b,Hannah,Smith,28,1,5,0,0,0,0,1,0,1,4,11.25,13.0
be56088e,Sara,Baldwin,18,1,0,1,0,1,1,1,1,1,0,0.0,0.0
7a8bf64e,Ana,Baker,18,2,6,1,0,1,0,1,0,1,1,11.0,11.0
f6d17e34,Daniel,Mcdonald,18,1,5,1,0,1,0,1,0,1,4,12.0,12.25
779f6341,Roger,Hughes,21,2,5,1,0,1,1,1,0,1,5,11.166666666666666,10.8
41a1717d,Rachel,Romero,18,4,5,1,0,1,1,1,0,1,4,11.5,10.333333333333334
c0f1684f,Debra,Spencer,19,1,5,1,0,1,1,1,0,1,2,10.5,11.75
cb71621a,Amy,Smith,19,1,5,1,0,0,1,1,0,1,4,12.5,11.0
48baa699,Megan,Solomon,22,2,7,1,0,1,1,1,0,1,6,12.833333333333334,12.5
9002dd6e,James,Chambers,21,6,6,1,0,0,1,1,0,1,6,12.285714285714286,14.25
67fcfab7,Daniel,Gentry,18,2,6,1,0,1,1,1,0,1,5,11.0,10.333333333333334
c42f69e1,Brian,Terrell,20,1,12,1,1,1,1,1,0,1,11,12.545454545454543,11.625
d4e4ca46,Kathryn,Murphy,18,1,6,1,0,1,1,1,0,1,6,12.666666666666666,13.6
729c05ab,Pamela,Weaver,18,5,5,1,0,1,1,1,0,1,5,13.0,12.4
83104c91,Shannon,Sanders,54,1,13,0,0,0,1,1,0,1,13,13.307692307692308,12.818181818181818
d0696772,Anthony,Jones,19,1,8,1,0,0,0,1,0,1,7,14.514285714285714,14.514285714285714
e6e233c3,Erica,Harris,27,1,5,0,0,0,0,1,0,1,5,15.2,14.0
982bc0a1,Patricia,Nelson,20,2,5,1,0,0,0,1,0,1,4,11.75,10.5
157db370,Ana,Thomas,20,1,0,1,0,1,0,1,0,1,0,0.0,0.0
c49aad3a,Jose,Harrell,19,1,6,1,0,1,0,1,0,1,6,14.0,15.0
1c435f32,Connie,Beck,25,1,5,0,0,0,0,1,0,1,4,12.5,11.0
fece10ef,Emily,Robles,19,1,5,1,0,1,1,1,0,1,3,10.666666666666666,14.0
a9b55f34,Miranda,Poole,19,1,6,1,0,0,1,1,0,1,4,12.25,12.666666666666666
6d80e41f,Wendy,Mendez,20,1,0,1,0,1,1,1,0,1,0,0.0,0.0
21e0353a,Jason,Fleming,19,1,5,1,0,0,1,1,0,1,5,11.8,12.4
bd360350,Gilbert,Wilson,18,1,5,1,0,0,1,1,0,1,2,14.0,11.0
f4813a7a,Bradley,Vazquez,19,4,5,1,0,1,1,1,0,1,4,10.75,12.25
6578e5b2,Stacey,Serrano,31,1,6,0,0,0,0,1,0,1,4,12.25,12.0
c0906947,Zachary,Fuentes,24,1,6,1,1,0,0,1,0,0,4,12.5,11.5
f92fb8d3,Kenneth,Roberts,33,1,8,1,0,0,1,2,1,1,1,10.0,10.0
5581b22b,Jeffrey,Arnold,20,1,6,1,0,1,0,1,1,1,4,12.0,10.75
288bb336,Vanessa,Moore,44,1,11,0,0,0,1,2,0,1,9,12.333333333333334,11.0
b6377228,Judy,Fuller,18,5,7,1,0,1,1,1,0,1,6,12.035714285714286,13.75
94639d02,Daniel,Griffin,19,4,6,1,0,1,1,1,0,1,5,12.2,12.0
98664796,Peggy,Fleming,21,1,9,1,0,1,1,1,0,1,7,11.285714285714286,12.25
753579f3,Megan,Peterson,20,2,6,1,0,1,1,1,0,1,5,11.8,12.0
4867a9dd,Chase,Rangel,20,1,5,1,0,0,1,1,0,1,0,0.0,10.5
933d006c,Paula,Simon,18,1,5,1,0,0,1,1,1,0,5,14.2,14.2
a13f037d,Tanner,Duffy,19,1,12,1,1,0,1,1,0,1,10,12.7,12.272727272727272
1a6a55ca,Felicia,Sims,26,1,8,1,0,0,1,1,0,0,8,15.125,13.666666666666666
f4c8c77a,Patricia,Pitts,32,1,7,1,1,0,1,1,0,1,3,12.0,10.333333333333334
dc5f183a,Sandra,Rojas,23,3,6,1,0,1,0,1,1,1,4,14.25,12.0
375864b1,Katherine,Mack,24,1,5,1,0,0,0,1,0,1,2,10.5,10.0
95f904e1,April,Allen,25,1,6,1,0,1,1,1,0,1,5,11.666666666666666,12.0
b5dc8e8b,Justin,Cruz,19,6,6,1,0,1,1,1,0,1,5,10.8,10.0
a2f3f491,James,Roth,21,1,6,1,0,0,1,1,0,1,5,12.8,12.25
abdc4aa8,Shane,Richardson,19,3,5,1,1,1,1,1,0,1,4,11.0,12.0
59cbbe99,Lindsay,Jenkins,25,1,5,1,0,0,1,1,0,1,3,11.0,11.5
eca4d605,Joseph,Garza,21,1,7,1,0,1,0,1,0,1,4,13.125,12.333333333333334
38c543e4,Sandra,Vasquez,19,3,5,1,0,0,1,1,1,1,5,11.8,11.5
b15e9844,Carl,Evans,18,5,5,1,0,0,1,1,1,0,5,12.2,12.0
1badf848,Amanda,Dunn,24,1,6,1,1,0,1,1,0,1,6,14.88888888888889,13.727272727272728
b1ad3ee9,David,Cook,19,1,6,1,0,1,0,1,0,0,5,13.0,11.666666666666666
05a2ce9e,Steven,Johnson,19,3,7,1,0,1,0,1,1,1,4,12.65,11.1
dd3b2d29,Christina,Green,19,1,5,1,0,1,0,1,0,1,1,11.0,0.0
e8630e5e,Bryan,Wright,21,1,5,1,0,1,0,1,0,1,3,11.333333333333334,10.5
2dd97418,Joseph,Lucas,18,1,5,1,0,0,0,1,1,1,4,11.571428571428571,12.0
93ad7587,Joshua,Maddox,39,1,7,1,0,1,0,2,0,1,5,12.16,12.16
c01940b3,Phyllis,Carter,20,2,5,1,1,1,1,1,0,1,5,13.2,11.4
4a794092,Tammy,Barnes,19,3,6,1,0,0,1,1,0,1,3,12.5,11.0
6de76733,Mariah,Miller,27,1,2,0,0,0,1,2,0,1,2,12.5,12.5
c8b8e590,Danielle,Johnson,34,1,5,1,0,0,1,1,0,1,0,0.0,11.0
669c3d2a,Stephanie,Martin,41,1,7,1,1,0,1,2,0,1,5,14.333333333333334,14.636363636363637
58d43dc0,Angel,Griffin,48,1,7,1,0,0,0,2,0,1,4,11.75,11.725
3eb2c3d5,Ashley,Jones,18,1,0,1,0,1,0,1,0,1,0,0.0,0.0
a11722d5,Jason,Adams,19,1,6,1,0,1,0,1,0,1,2,10.5,11.0
32efdf81,Brian,Coleman,21,1,6,1,0,0,0,1,0,1,4,12.0,11.5
75bf7d97,Logan,Burke,19,1,6,1,0,1,0,1,0,1,5,12.333333333333334,11.0
e7649eec,Beth,Brooks,20,1,6,1,1,0,0,1,0,1,5,12.2,14.6
ffad1b73,Kelly,Brown,20,1,6,1,0,1,0,1,0,1,5,14.2,13.5
b4fad805,Lee,Willis,18,1,6,1,0,0,0,1,0,1,5,12.8,10.0
052dbefa,Jonathan,Dorsey,18,1,6,1,0,0,0,1,1,0,5,11.8,13.0
fa1c23da,Leslie,Singleton,17,4,8,1,0,1,0,1,0,1,5,12.46,12.46
6cfcca09,Michael,Walls,18,4,6,1,0,1,0,1,0,1,5,11.833333333333334,11.5
fa9f803e,Stephanie,Grant,24,1,9,1,1,1,0,1,0,0,8,13.125,13.0
6a4964a4,Kelly,Wilson,20,1,8,1,0,0,0,1,1,1,0,0.0,0.0
671e679b,Diana,Ibarra,18,3,5,1,0,1,0,1,0,1,3,12.333333333333334,11.6
fb9de970,Karen,Howe,18,1,6,1,1,0,0,1,0,1,4,13.25,10.666666666666666
e487be1d,Deanna,Olson,20,1,11,1,1,0,0,1,0,1,8,12.625,11.0
bdf51089,Theresa,Smith,19,4,7,1,0,1,0,1,0,1,4,12.85,12.62142857142857
c5d402f0,Austin,Roberts,20,1,6,1,0,0,0,1,0,1,6,14.285714285714286,13.0
dbda8a70,Robert,Moore,34,1,5,0,0,0,0,2,0,1,0,0.0,0.0
f486ebe3,Laura,Johnson,18,5,6,1,0,1,0,1,0,1,4,11.25,12.2
9de13c3f,Russell,Moore,25,1,6,0,1,0,0,1,0,1,6,11.333333333333334,11.75
b2f0404a,Victoria,Rodriguez,21,1,6,1,0,1,0,1,0,1,5,11.6,13.0
863694e6,Crystal,Crosby,34,1,5,0,0,0,0,2,0,1,2,11.5,11.75
4ca47ca7,Bernard,Weber,17,2,0,1,0,1,1,1,0,1,0,0.0,0.0
8c755f69,Amanda,Ramirez,22,1,6,1,0,0,1,1,0,1,3,14.5,14.375
bfe0319c,Jeffery,Romero,19,6,7,1,0,1,0,1,0,1,5,13.44,13.066666666666668
